train: n=512 dim=52 alpha_eff=3.91e-04 lam=0.7 eps 0.15->0.02
start eval: 97.5% vs random
  [B-vs-greedy] game 9900/30000 (total 49900)
  [B-vs-greedy] game 9925/30000 (total 49925)
  [B-vs-greedy] game 9950/30000 (total 49950)
  [B-vs-greedy] game 9975/30000 (total 49975)
  [B-vs-greedy] game 10000/30000 (total 50000)
  eval@50000: 97.5% vs random
  [B-vs-greedy] game 10025/30000 (total 50025)
  [B-vs-greedy] game 10050/30000 (total 50050)
  [B-vs-greedy] game 10075/30000 (total 50075)
  [B-vs-greedy] game 10100/30000 (total 50100)
  [B-vs-greedy] game 10125/30000 (total 50125)
  [B-vs-greedy] game 10150/30000 (total 50150)
  [B-vs-greedy] game 10175/30000 (total 50175)
  [B-vs-greedy] game 10200/30000 (total 50200)
  [B-vs-greedy] game 10225/30000 (total 50225)
  [B-vs-greedy] game 10250/30000 (total 50250)
  [B-vs-greedy] game 10275/30000 (total 50275)
  [B-vs-greedy] game 10300/30000 (total 50300)
  [B-vs-greedy] game 10325/30000 (total 50325)
  [B-vs-greedy] game 10350/30000 (total 50350)
  [B-vs-greedy] game 10375/30000 (total 50375)
  [B-vs-greedy] game 10400/30000 (total 50400)
  [B-vs-greedy] game 10425/30000 (total 50425)
  [B-vs-greedy] game 10450/30000 (total 50450)
  [B-vs-greedy] game 10475/30000 (total 50475)
  [B-vs-greedy] game 10500/30000 (total 50500)
  [B-vs-greedy] game 10525/30000 (total 50525)
  [B-vs-greedy] game 10550/30000 (total 50550)
  [B-vs-greedy] game 10575/30000 (total 50575)
  [B-vs-greedy] game 10600/30000 (total 50600)
  [B-vs-greedy] game 10625/30000 (total 50625)
  [B-vs-greedy] game 10650/30000 (total 50650)
  [B-vs-greedy] game 10675/30000 (total 50675)
  [B-vs-greedy] game 10700/30000 (total 50700)
  [B-vs-greedy] game 10725/30000 (total 50725)
  [B-vs-greedy] game 10750/30000 (total 50750)
  [B-vs-greedy] game 10775/30000 (total 50775)
  [B-vs-greedy] game 10800/30000 (total 50800)
  [B-vs-greedy] game 10825/30000 (total 50825)
  [B-vs-greedy] game 10850/30000 (total 50850)
  [B-vs-greedy] game 10875/30000 (total 50875)
  [B-vs-greedy] game 10900/30000 (total 50900)
  [B-vs-greedy] game 10925/30000 (total 50925)
  [B-vs-greedy] game 10950/30000 (total 50950)
  [B-vs-greedy] game 10975/30000 (total 50975)
  [B-vs-greedy] game 11000/30000 (total 51000)
  [B-vs-greedy] game 11025/30000 (total 51025)
  [B-vs-greedy] game 11050/30000 (total 51050)
  [B-vs-greedy] game 11075/30000 (total 51075)
  [B-vs-greedy] game 11100/30000 (total 51100)
  [B-vs-greedy] game 11125/30000 (total 51125)
  [B-vs-greedy] game 11150/30000 (total 51150)
  [B-vs-greedy] game 11175/30000 (total 51175)
  [B-vs-greedy] game 11200/30000 (total 51200)
  [B-vs-greedy] game 11225/30000 (total 51225)
  [B-vs-greedy] game 11250/30000 (total 51250)
  [B-vs-greedy] game 11275/30000 (total 51275)
  [B-vs-greedy] game 11300/30000 (total 51300)
  [B-vs-greedy] game 11325/30000 (total 51325)
  [B-vs-greedy] game 11350/30000 (total 51350)
  [B-vs-greedy] game 11375/30000 (total 51375)
  [B-vs-greedy] game 11400/30000 (total 51400)
  [B-vs-greedy] game 11425/30000 (total 51425)
  [B-vs-greedy] game 11450/30000 (total 51450)
  [B-vs-greedy] game 11475/30000 (total 51475)
  [B-vs-greedy] game 11500/30000 (total 51500)
  [B-vs-greedy] game 11525/30000 (total 51525)
  [B-vs-greedy] game 11550/30000 (total 51550)
  [B-vs-greedy] game 11575/30000 (total 51575)
  [B-vs-greedy] game 11600/30000 (total 51600)
  [B-vs-greedy] game 11625/30000 (total 51625)
  [B-vs-greedy] game 11650/30000 (total 51650)
  [B-vs-greedy] game 11675/30000 (total 51675)
  [B-vs-greedy] game 11700/30000 (total 51700)
  [B-vs-greedy] game 11725/30000 (total 51725)
  [B-vs-greedy] game 11750/30000 (total 51750)
  [B-vs-greedy] game 11775/30000 (total 51775)
  [B-vs-greedy] game 11800/30000 (total 51800)
  [B-vs-greedy] game 11825/30000 (total 51825)
  [B-vs-greedy] game 11850/30000 (total 51850)
  [B-vs-greedy] game 11875/30000 (total 51875)
  [B-vs-greedy] game 11900/30000 (total 51900)
  [B-vs-greedy] game 11925/30000 (total 51925)
  [B-vs-greedy] game 11950/30000 (total 51950)
  [B-vs-greedy] game 11975/30000 (total 51975)
  [B-vs-greedy] game 12000/30000 (total 52000)
  eval@52000: 97.5% vs random
  [B-vs-greedy] game 12025/30000 (total 52025)
  [B-vs-greedy] game 12050/30000 (total 52050)
  [B-vs-greedy] game 12075/30000 (total 52075)
  [B-vs-greedy] game 12100/30000 (total 52100)
  [B-vs-greedy] game 12125/30000 (total 52125)
  [B-vs-greedy] game 12150/30000 (total 52150)
  [B-vs-greedy] game 12175/30000 (total 52175)
  [B-vs-greedy] game 12200/30000 (total 52200)
  [B-vs-greedy] game 12225/30000 (total 52225)
  [B-vs-greedy] game 12250/30000 (total 52250)
  [B-vs-greedy] game 12275/30000 (total 52275)
  [B-vs-greedy] game 12300/30000 (total 52300)
  [B-vs-greedy] game 12325/30000 (total 52325)
  [B-vs-greedy] game 12350/30000 (total 52350)
  [B-vs-greedy] game 12375/30000 (total 52375)
  [B-vs-greedy] game 12400/30000 (total 52400)
  [B-vs-greedy] game 12425/30000 (total 52425)
  [B-vs-greedy] game 12450/30000 (total 52450)
  [B-vs-greedy] game 12475/30000 (total 52475)
  [B-vs-greedy] game 12500/30000 (total 52500)
  [B-vs-greedy] game 12525/30000 (total 52525)
  [B-vs-greedy] game 12550/30000 (total 52550)
  [B-vs-greedy] game 12575/30000 (total 52575)
  [B-vs-greedy] game 12600/30000 (total 52600)
  [B-vs-greedy] game 12625/30000 (total 52625)
  [B-vs-greedy] game 12650/30000 (total 52650)
  [B-vs-greedy] game 12675/30000 (total 52675)
  [B-vs-greedy] game 12700/30000 (total 52700)
  [B-vs-greedy] game 12725/30000 (total 52725)
  [B-vs-greedy] game 12750/30000 (total 52750)
  [B-vs-greedy] game 12775/30000 (total 52775)
  [B-vs-greedy] game 12800/30000 (total 52800)
  [B-vs-greedy] game 12825/30000 (total 52825)
  [B-vs-greedy] game 12850/30000 (total 52850)
  [B-vs-greedy] game 12875/30000 (total 52875)
  [B-vs-greedy] game 12900/30000 (total 52900)
  [B-vs-greedy] game 12925/30000 (total 52925)
  [B-vs-greedy] game 12950/30000 (total 52950)
  [B-vs-greedy] game 12975/30000 (total 52975)
  [B-vs-greedy] game 13000/30000 (total 53000)
  [B-vs-greedy] game 13025/30000 (total 53025)
  [B-vs-greedy] game 13050/30000 (total 53050)
  [B-vs-greedy] game 13075/30000 (total 53075)
  [B-vs-greedy] game 13100/30000 (total 53100)
  [B-vs-greedy] game 13125/30000 (total 53125)
  [B-vs-greedy] game 13150/30000 (total 53150)
  [B-vs-greedy] game 13175/30000 (total 53175)
  [B-vs-greedy] game 13200/30000 (total 53200)
  [B-vs-greedy] game 13225/30000 (total 53225)
  [B-vs-greedy] game 13250/30000 (total 53250)
  [B-vs-greedy] game 13275/30000 (total 53275)
  [B-vs-greedy] game 13300/30000 (total 53300)
  [B-vs-greedy] game 13325/30000 (total 53325)
  [B-vs-greedy] game 13350/30000 (total 53350)
  [B-vs-greedy] game 13375/30000 (total 53375)
  [B-vs-greedy] game 13400/30000 (total 53400)
  [B-vs-greedy] game 13425/30000 (total 53425)
  [B-vs-greedy] game 13450/30000 (total 53450)
  [B-vs-greedy] game 13475/30000 (total 53475)
  [B-vs-greedy] game 13500/30000 (total 53500)
  [B-vs-greedy] game 13525/30000 (total 53525)
  [B-vs-greedy] game 13550/30000 (total 53550)
  [B-vs-greedy] game 13575/30000 (total 53575)
  [B-vs-greedy] game 13600/30000 (total 53600)
  [B-vs-greedy] game 13625/30000 (total 53625)
  [B-vs-greedy] game 13650/30000 (total 53650)
  [B-vs-greedy] game 13675/30000 (total 53675)
  [B-vs-greedy] game 13700/30000 (total 53700)
  [B-vs-greedy] game 13725/30000 (total 53725)
  [B-vs-greedy] game 13750/30000 (total 53750)
  [B-vs-greedy] game 13775/30000 (total 53775)
  [B-vs-greedy] game 13800/30000 (total 53800)
  [B-vs-greedy] game 13825/30000 (total 53825)
  [B-vs-greedy] game 13850/30000 (total 53850)
  [B-vs-greedy] game 13875/30000 (total 53875)
  [B-vs-greedy] game 13900/30000 (total 53900)
  [B-vs-greedy] game 13925/30000 (total 53925)
  [B-vs-greedy] game 13950/30000 (total 53950)
  [B-vs-greedy] game 13975/30000 (total 53975)
  [B-vs-greedy] game 14000/30000 (total 54000)
  eval@54000: 97.5% vs random
  [B-vs-greedy] game 14025/30000 (total 54025)
  [B-vs-greedy] game 14050/30000 (total 54050)
  [B-vs-greedy] game 14075/30000 (total 54075)
  [B-vs-greedy] game 14100/30000 (total 54100)
  [B-vs-greedy] game 14125/30000 (total 54125)
  [B-vs-greedy] game 14150/30000 (total 54150)
  [B-vs-greedy] game 14175/30000 (total 54175)
  [B-vs-greedy] game 14200/30000 (total 54200)
  [B-vs-greedy] game 14225/30000 (total 54225)
  [B-vs-greedy] game 14250/30000 (total 54250)
  [B-vs-greedy] game 14275/30000 (total 54275)
  [B-vs-greedy] game 14300/30000 (total 54300)
  [B-vs-greedy] game 14325/30000 (total 54325)
  [B-vs-greedy] game 14350/30000 (total 54350)
  [B-vs-greedy] game 14375/30000 (total 54375)
  [B-vs-greedy] game 14400/30000 (total 54400)
  [B-vs-greedy] game 14425/30000 (total 54425)
  [B-vs-greedy] game 14450/30000 (total 54450)
  [B-vs-greedy] game 14475/30000 (total 54475)
  [B-vs-greedy] game 14500/30000 (total 54500)
  [B-vs-greedy] game 14525/30000 (total 54525)
  [B-vs-greedy] game 14550/30000 (total 54550)
  [B-vs-greedy] game 14575/30000 (total 54575)
  [B-vs-greedy] game 14600/30000 (total 54600)
  [B-vs-greedy] game 14625/30000 (total 54625)
  [B-vs-greedy] game 14650/30000 (total 54650)
  [B-vs-greedy] game 14675/30000 (total 54675)
  [B-vs-greedy] game 14700/30000 (total 54700)
  [B-vs-greedy] game 14725/30000 (total 54725)
  [B-vs-greedy] game 14750/30000 (total 54750)
  [B-vs-greedy] game 14775/30000 (total 54775)
  [B-vs-greedy] game 14800/30000 (total 54800)
  [B-vs-greedy] game 14825/30000 (total 54825)
  [B-vs-greedy] game 14850/30000 (total 54850)
  [B-vs-greedy] game 14875/30000 (total 54875)
  [B-vs-greedy] game 14900/30000 (total 54900)
  [B-vs-greedy] game 14925/30000 (total 54925)
  [B-vs-greedy] game 14950/30000 (total 54950)
  [B-vs-greedy] game 14975/30000 (total 54975)
  [B-vs-greedy] game 15000/30000 (total 55000)
  [B-vs-greedy] game 15025/30000 (total 55025)
  [B-vs-greedy] game 15050/30000 (total 55050)
  [B-vs-greedy] game 15075/30000 (total 55075)
  [B-vs-greedy] game 15100/30000 (total 55100)
  [B-vs-greedy] game 15125/30000 (total 55125)
  [B-vs-greedy] game 15150/30000 (total 55150)
  [B-vs-greedy] game 15175/30000 (total 55175)
  [B-vs-greedy] game 15200/30000 (total 55200)
  [B-vs-greedy] game 15225/30000 (total 55225)
  [B-vs-greedy] game 15250/30000 (total 55250)
  [B-vs-greedy] game 15275/30000 (total 55275)
  [B-vs-greedy] game 15300/30000 (total 55300)
  [B-vs-greedy] game 15325/30000 (total 55325)
  [B-vs-greedy] game 15350/30000 (total 55350)
  [B-vs-greedy] game 15375/30000 (total 55375)
  [B-vs-greedy] game 15400/30000 (total 55400)
  [B-vs-greedy] game 15425/30000 (total 55425)
  [B-vs-greedy] game 15450/30000 (total 55450)
  [B-vs-greedy] game 15475/30000 (total 55475)
  [B-vs-greedy] game 15500/30000 (total 55500)
  [B-vs-greedy] game 15525/30000 (total 55525)
  [B-vs-greedy] game 15550/30000 (total 55550)
  [B-vs-greedy] game 15575/30000 (total 55575)
  [B-vs-greedy] game 15600/30000 (total 55600)
  [B-vs-greedy] game 15625/30000 (total 55625)
  [B-vs-greedy] game 15650/30000 (total 55650)
  [B-vs-greedy] game 15675/30000 (total 55675)
  [B-vs-greedy] game 15700/30000 (total 55700)
  [B-vs-greedy] game 15725/30000 (total 55725)
  [B-vs-greedy] game 15750/30000 (total 55750)
  [B-vs-greedy] game 15775/30000 (total 55775)
  [B-vs-greedy] game 15800/30000 (total 55800)
  [B-vs-greedy] game 15825/30000 (total 55825)
  [B-vs-greedy] game 15850/30000 (total 55850)
  [B-vs-greedy] game 15875/30000 (total 55875)
  [B-vs-greedy] game 15900/30000 (total 55900)
  [B-vs-greedy] game 15925/30000 (total 55925)
  [B-vs-greedy] game 15950/30000 (total 55950)
  [B-vs-greedy] game 15975/30000 (total 55975)
  [B-vs-greedy] game 16000/30000 (total 56000)
  eval@56000: 97.5% vs random
  [B-vs-greedy] game 16025/30000 (total 56025)
  [B-vs-greedy] game 16050/30000 (total 56050)
  [B-vs-greedy] game 16075/30000 (total 56075)
  [B-vs-greedy] game 16100/30000 (total 56100)
  [B-vs-greedy] game 16125/30000 (total 56125)
  [B-vs-greedy] game 16150/30000 (total 56150)
  [B-vs-greedy] game 16175/30000 (total 56175)
  [B-vs-greedy] game 16200/30000 (total 56200)
  [B-vs-greedy] game 16225/30000 (total 56225)
  [B-vs-greedy] game 16250/30000 (total 56250)
  [B-vs-greedy] game 16275/30000 (total 56275)
  [B-vs-greedy] game 16300/30000 (total 56300)
  [B-vs-greedy] game 16325/30000 (total 56325)
  [B-vs-greedy] game 16350/30000 (total 56350)
  [B-vs-greedy] game 16375/30000 (total 56375)
  [B-vs-greedy] game 16400/30000 (total 56400)
  [B-vs-greedy] game 16425/30000 (total 56425)
  [B-vs-greedy] game 16450/30000 (total 56450)
  [B-vs-greedy] game 16475/30000 (total 56475)
  [B-vs-greedy] game 16500/30000 (total 56500)
  [B-vs-greedy] game 16525/30000 (total 56525)
  [B-vs-greedy] game 16550/30000 (total 56550)
  [B-vs-greedy] game 16575/30000 (total 56575)
  [B-vs-greedy] game 16600/30000 (total 56600)
  [B-vs-greedy] game 16625/30000 (total 56625)
  [B-vs-greedy] game 16650/30000 (total 56650)
  [B-vs-greedy] game 16675/30000 (total 56675)
  [B-vs-greedy] game 16700/30000 (total 56700)
  [B-vs-greedy] game 16725/30000 (total 56725)
  [B-vs-greedy] game 16750/30000 (total 56750)
  [B-vs-greedy] game 16775/30000 (total 56775)
  [B-vs-greedy] game 16800/30000 (total 56800)
  [B-vs-greedy] game 16825/30000 (total 56825)
  [B-vs-greedy] game 16850/30000 (total 56850)
  [B-vs-greedy] game 16875/30000 (total 56875)
  [B-vs-greedy] game 16900/30000 (total 56900)
  [B-vs-greedy] game 16925/30000 (total 56925)
  [B-vs-greedy] game 16950/30000 (total 56950)
  [B-vs-greedy] game 16975/30000 (total 56975)
  [B-vs-greedy] game 17000/30000 (total 57000)
  [B-vs-greedy] game 17025/30000 (total 57025)
  [B-vs-greedy] game 17050/30000 (total 57050)
  [B-vs-greedy] game 17075/30000 (total 57075)
  [B-vs-greedy] game 17100/30000 (total 57100)
  [B-vs-greedy] game 17125/30000 (total 57125)
  [B-vs-greedy] game 17150/30000 (total 57150)
  [B-vs-greedy] game 17175/30000 (total 57175)
  [B-vs-greedy] game 17200/30000 (total 57200)
  [B-vs-greedy] game 17225/30000 (total 57225)
  [B-vs-greedy] game 17250/30000 (total 57250)
  [B-vs-greedy] game 17275/30000 (total 57275)
  [B-vs-greedy] game 17300/30000 (total 57300)
  [B-vs-greedy] game 17325/30000 (total 57325)
  [B-vs-greedy] game 17350/30000 (total 57350)
  [B-vs-greedy] game 17375/30000 (total 57375)
  [B-vs-greedy] game 17400/30000 (total 57400)
  [B-vs-greedy] game 17425/30000 (total 57425)
  [B-vs-greedy] game 17450/30000 (total 57450)
  [B-vs-greedy] game 17475/30000 (total 57475)
  [B-vs-greedy] game 17500/30000 (total 57500)
  [B-vs-greedy] game 17525/30000 (total 57525)
  [B-vs-greedy] game 17550/30000 (total 57550)
  [B-vs-greedy] game 17575/30000 (total 57575)
  [B-vs-greedy] game 17600/30000 (total 57600)
  [B-vs-greedy] game 17625/30000 (total 57625)
  [B-vs-greedy] game 17650/30000 (total 57650)
  [B-vs-greedy] game 17675/30000 (total 57675)
  [B-vs-greedy] game 17700/30000 (total 57700)
  [B-vs-greedy] game 17725/30000 (total 57725)
  [B-vs-greedy] game 17750/30000 (total 57750)
  [B-vs-greedy] game 17775/30000 (total 57775)
  [B-vs-greedy] game 17800/30000 (total 57800)
  [B-vs-greedy] game 17825/30000 (total 57825)
  [B-vs-greedy] game 17850/30000 (total 57850)
  [B-vs-greedy] game 17875/30000 (total 57875)
  [B-vs-greedy] game 17900/30000 (total 57900)
  [B-vs-greedy] game 17925/30000 (total 57925)
  [B-vs-greedy] game 17950/30000 (total 57950)
  [B-vs-greedy] game 17975/30000 (total 57975)
  [B-vs-greedy] game 18000/30000 (total 58000)
  eval@58000: 100.0% vs random
  [B-vs-greedy] game 18025/30000 (total 58025)
  [B-vs-greedy] game 18050/30000 (total 58050)
  [B-vs-greedy] game 18075/30000 (total 58075)
  [B-vs-greedy] game 18100/30000 (total 58100)
  [B-vs-greedy] game 18125/30000 (total 58125)
  [B-vs-greedy] game 18150/30000 (total 58150)
  [B-vs-greedy] game 18175/30000 (total 58175)
  [B-vs-greedy] game 18200/30000 (total 58200)
  [B-vs-greedy] game 18225/30000 (total 58225)
  [B-vs-greedy] game 18250/30000 (total 58250)
  [B-vs-greedy] game 18275/30000 (total 58275)
  [B-vs-greedy] game 18300/30000 (total 58300)
  [B-vs-greedy] game 18325/30000 (total 58325)
  [B-vs-greedy] game 18350/30000 (total 58350)
  [B-vs-greedy] game 18375/30000 (total 58375)
  [B-vs-greedy] game 18400/30000 (total 58400)
  [B-vs-greedy] game 18425/30000 (total 58425)
  [B-vs-greedy] game 18450/30000 (total 58450)
  [B-vs-greedy] game 18475/30000 (total 58475)
  [B-vs-greedy] game 18500/30000 (total 58500)
  [B-vs-greedy] game 18525/30000 (total 58525)
  [B-vs-greedy] game 18550/30000 (total 58550)
  [B-vs-greedy] game 18575/30000 (total 58575)
  [B-vs-greedy] game 18600/30000 (total 58600)
  [B-vs-greedy] game 18625/30000 (total 58625)
  [B-vs-greedy] game 18650/30000 (total 58650)
  [B-vs-greedy] game 18675/30000 (total 58675)
  [B-vs-greedy] game 18700/30000 (total 58700)
  [B-vs-greedy] game 18725/30000 (total 58725)
  [B-vs-greedy] game 18750/30000 (total 58750)
  [B-vs-greedy] game 18775/30000 (total 58775)
  [B-vs-greedy] game 18800/30000 (total 58800)
  [B-vs-greedy] game 18825/30000 (total 58825)
  [B-vs-greedy] game 18850/30000 (total 58850)
  [B-vs-greedy] game 18875/30000 (total 58875)
  [B-vs-greedy] game 18900/30000 (total 58900)
  [B-vs-greedy] game 18925/30000 (total 58925)
  [B-vs-greedy] game 18950/30000 (total 58950)
  [B-vs-greedy] game 18975/30000 (total 58975)
  [B-vs-greedy] game 19000/30000 (total 59000)
  [B-vs-greedy] game 19025/30000 (total 59025)
  [B-vs-greedy] game 19050/30000 (total 59050)
  [B-vs-greedy] game 19075/30000 (total 59075)
  [B-vs-greedy] game 19100/30000 (total 59100)
  [B-vs-greedy] game 19125/30000 (total 59125)
  [B-vs-greedy] game 19150/30000 (total 59150)
  [B-vs-greedy] game 19175/30000 (total 59175)
  [B-vs-greedy] game 19200/30000 (total 59200)
  [B-vs-greedy] game 19225/30000 (total 59225)
  [B-vs-greedy] game 19250/30000 (total 59250)
  [B-vs-greedy] game 19275/30000 (total 59275)
  [B-vs-greedy] game 19300/30000 (total 59300)
  [B-vs-greedy] game 19325/30000 (total 59325)
  [B-vs-greedy] game 19350/30000 (total 59350)
  [B-vs-greedy] game 19375/30000 (total 59375)
  [B-vs-greedy] game 19400/30000 (total 59400)
  [B-vs-greedy] game 19425/30000 (total 59425)
  [B-vs-greedy] game 19450/30000 (total 59450)
  [B-vs-greedy] game 19475/30000 (total 59475)
  [B-vs-greedy] game 19500/30000 (total 59500)
  [B-vs-greedy] game 19525/30000 (total 59525)
  [B-vs-greedy] game 19550/30000 (total 59550)
  [B-vs-greedy] game 19575/30000 (total 59575)
  [B-vs-greedy] game 19600/30000 (total 59600)
  [B-vs-greedy] game 19625/30000 (total 59625)
  [B-vs-greedy] game 19650/30000 (total 59650)
  [B-vs-greedy] game 19675/30000 (total 59675)
  [B-vs-greedy] game 19700/30000 (total 59700)
  [B-vs-greedy] game 19725/30000 (total 59725)
  [B-vs-greedy] game 19750/30000 (total 59750)
  [B-vs-greedy] game 19775/30000 (total 59775)
  [B-vs-greedy] game 19800/30000 (total 59800)
  [B-vs-greedy] game 19825/30000 (total 59825)
  [B-vs-greedy] game 19850/30000 (total 59850)
  [B-vs-greedy] game 19875/30000 (total 59875)
  [B-vs-greedy] game 19900/30000 (total 59900)
  [B-vs-greedy] game 19925/30000 (total 59925)
  [B-vs-greedy] game 19950/30000 (total 59950)
  [B-vs-greedy] game 19975/30000 (total 59975)
  [B-vs-greedy] game 20000/30000 (total 60000)
  eval@60000: 97.5% vs random
  [B-vs-greedy] game 20025/30000 (total 60025)
  [B-vs-greedy] game 20050/30000 (total 60050)
  [B-vs-greedy] game 20075/30000 (total 60075)
  [B-vs-greedy] game 20100/30000 (total 60100)
  [B-vs-greedy] game 20125/30000 (total 60125)
  [B-vs-greedy] game 20150/30000 (total 60150)
  [B-vs-greedy] game 20175/30000 (total 60175)
  [B-vs-greedy] game 20200/30000 (total 60200)
  [B-vs-greedy] game 20225/30000 (total 60225)
  [B-vs-greedy] game 20250/30000 (total 60250)
  [B-vs-greedy] game 20275/30000 (total 60275)
  [B-vs-greedy] game 20300/30000 (total 60300)
  [B-vs-greedy] game 20325/30000 (total 60325)
  [B-vs-greedy] game 20350/30000 (total 60350)
  [B-vs-greedy] game 20375/30000 (total 60375)
  [B-vs-greedy] game 20400/30000 (total 60400)
  [B-vs-greedy] game 20425/30000 (total 60425)
  [B-vs-greedy] game 20450/30000 (total 60450)
  [B-vs-greedy] game 20475/30000 (total 60475)
  [B-vs-greedy] game 20500/30000 (total 60500)
  [B-vs-greedy] game 20525/30000 (total 60525)
  [B-vs-greedy] game 20550/30000 (total 60550)
  [B-vs-greedy] game 20575/30000 (total 60575)
  [B-vs-greedy] game 20600/30000 (total 60600)
  [B-vs-greedy] game 20625/30000 (total 60625)
  [B-vs-greedy] game 20650/30000 (total 60650)
  [B-vs-greedy] game 20675/30000 (total 60675)
  [B-vs-greedy] game 20700/30000 (total 60700)
  [B-vs-greedy] game 20725/30000 (total 60725)
  [B-vs-greedy] game 20750/30000 (total 60750)
  [B-vs-greedy] game 20775/30000 (total 60775)
  [B-vs-greedy] game 20800/30000 (total 60800)
  [B-vs-greedy] game 20825/30000 (total 60825)
  [B-vs-greedy] game 20850/30000 (total 60850)
  [B-vs-greedy] game 20875/30000 (total 60875)
  [B-vs-greedy] game 20900/30000 (total 60900)
  [B-vs-greedy] game 20925/30000 (total 60925)
  [B-vs-greedy] game 20950/30000 (total 60950)
  [B-vs-greedy] game 20975/30000 (total 60975)
  [B-vs-greedy] game 21000/30000 (total 61000)
  [B-vs-greedy] game 21025/30000 (total 61025)
  [B-vs-greedy] game 21050/30000 (total 61050)
  [B-vs-greedy] game 21075/30000 (total 61075)
  [B-vs-greedy] game 21100/30000 (total 61100)
  [B-vs-greedy] game 21125/30000 (total 61125)
  [B-vs-greedy] game 21150/30000 (total 61150)
  [B-vs-greedy] game 21175/30000 (total 61175)
  [B-vs-greedy] game 21200/30000 (total 61200)
  [B-vs-greedy] game 21225/30000 (total 61225)
  [B-vs-greedy] game 21250/30000 (total 61250)
  [B-vs-greedy] game 21275/30000 (total 61275)
  [B-vs-greedy] game 21300/30000 (total 61300)
  [B-vs-greedy] game 21325/30000 (total 61325)
  [B-vs-greedy] game 21350/30000 (total 61350)
  [B-vs-greedy] game 21375/30000 (total 61375)
  [B-vs-greedy] game 21400/30000 (total 61400)
  [B-vs-greedy] game 21425/30000 (total 61425)
  [B-vs-greedy] game 21450/30000 (total 61450)
  [B-vs-greedy] game 21475/30000 (total 61475)
  [B-vs-greedy] game 21500/30000 (total 61500)
  [B-vs-greedy] game 21525/30000 (total 61525)
  [B-vs-greedy] game 21550/30000 (total 61550)
  [B-vs-greedy] game 21575/30000 (total 61575)
  [B-vs-greedy] game 21600/30000 (total 61600)
  [B-vs-greedy] game 21625/30000 (total 61625)
  [B-vs-greedy] game 21650/30000 (total 61650)
  [B-vs-greedy] game 21675/30000 (total 61675)
  [B-vs-greedy] game 21700/30000 (total 61700)
  [B-vs-greedy] game 21725/30000 (total 61725)
  [B-vs-greedy] game 21750/30000 (total 61750)
  [B-vs-greedy] game 21775/30000 (total 61775)
  [B-vs-greedy] game 21800/30000 (total 61800)
  [B-vs-greedy] game 21825/30000 (total 61825)
  [B-vs-greedy] game 21850/30000 (total 61850)
  [B-vs-greedy] game 21875/30000 (total 61875)
  [B-vs-greedy] game 21900/30000 (total 61900)
  [B-vs-greedy] game 21925/30000 (total 61925)
  [B-vs-greedy] game 21950/30000 (total 61950)
  [B-vs-greedy] game 21975/30000 (total 61975)
  [B-vs-greedy] game 22000/30000 (total 62000)
  eval@62000: 95.0% vs random
  [B-vs-greedy] game 22025/30000 (total 62025)
  [B-vs-greedy] game 22050/30000 (total 62050)
  [B-vs-greedy] game 22075/30000 (total 62075)
  [B-vs-greedy] game 22100/30000 (total 62100)
  [B-vs-greedy] game 22125/30000 (total 62125)
  [B-vs-greedy] game 22150/30000 (total 62150)
  [B-vs-greedy] game 22175/30000 (total 62175)
  [B-vs-greedy] game 22200/30000 (total 62200)
  [B-vs-greedy] game 22225/30000 (total 62225)
  [B-vs-greedy] game 22250/30000 (total 62250)
  [B-vs-greedy] game 22275/30000 (total 62275)
  [B-vs-greedy] game 22300/30000 (total 62300)
  [B-vs-greedy] game 22325/30000 (total 62325)
  [B-vs-greedy] game 22350/30000 (total 62350)
  [B-vs-greedy] game 22375/30000 (total 62375)
  [B-vs-greedy] game 22400/30000 (total 62400)
  [B-vs-greedy] game 22425/30000 (total 62425)
  [B-vs-greedy] game 22450/30000 (total 62450)
  [B-vs-greedy] game 22475/30000 (total 62475)
  [B-vs-greedy] game 22500/30000 (total 62500)
  [B-vs-greedy] game 22525/30000 (total 62525)
  [B-vs-greedy] game 22550/30000 (total 62550)
  [B-vs-greedy] game 22575/30000 (total 62575)
  [B-vs-greedy] game 22600/30000 (total 62600)
  [B-vs-greedy] game 22625/30000 (total 62625)
  [B-vs-greedy] game 22650/30000 (total 62650)
  [B-vs-greedy] game 22675/30000 (total 62675)
  [B-vs-greedy] game 22700/30000 (total 62700)
  [B-vs-greedy] game 22725/30000 (total 62725)
  [B-vs-greedy] game 22750/30000 (total 62750)
  [B-vs-greedy] game 22775/30000 (total 62775)
  [B-vs-greedy] game 22800/30000 (total 62800)
  [B-vs-greedy] game 22825/30000 (total 62825)
  [B-vs-greedy] game 22850/30000 (total 62850)
  [B-vs-greedy] game 22875/30000 (total 62875)
  [B-vs-greedy] game 22900/30000 (total 62900)
  [B-vs-greedy] game 22925/30000 (total 62925)
  [B-vs-greedy] game 22950/30000 (total 62950)
  [B-vs-greedy] game 22975/30000 (total 62975)
  [B-vs-greedy] game 23000/30000 (total 63000)
  [B-vs-greedy] game 23025/30000 (total 63025)
  [B-vs-greedy] game 23050/30000 (total 63050)
  [B-vs-greedy] game 23075/30000 (total 63075)
  [B-vs-greedy] game 23100/30000 (total 63100)
  [B-vs-greedy] game 23125/30000 (total 63125)
  [B-vs-greedy] game 23150/30000 (total 63150)
  [B-vs-greedy] game 23175/30000 (total 63175)
